communities,Sc,order_interaction (with Sc),replicates,fraction_sugars_consumed
"Lt;Ku;Mp;Td;Pk;,woSc,5,2,0.764539572192513"
"Lt;Ku;Mp;Td;Pk;,woSc,5,3,0.767837254901961"
"Lt;Ku;Mp;Td;Pk;Ap;,woSc,6,1,0.721871381031614"
"Lt;Ku;Mp;Td;Pk;Ap;,woSc,6,2,0.688470053475936"
"Lt;Ku;Mp;Td;Pk;Ap;,woSc,6,3,0.70313137254902"
"Lt;Ku;Mp;Td;Pk;Ap;Sc5,wSc,6,1,0.77794459234609"
"Lt;Ku;Mp;Td;Pk;Ap;Sc5,wSc,6,2,0.76150926916221"
"Lt;Ku;Mp;Td;Pk;Ap;Sc5,wSc,6,3,0.750190196078432"
"Lt;Ku;Mp;Td;Pk;Ap;Sc8,wSc,6,1,0.767878036605657"
"Lt;Ku;Mp;Td;Pk;Ap;Sc8,wSc,6,2,0.813291800356506"
"Lt;Ku;Mp;Td;Pk;Ap;Sc8,wSc,6,3,0.806785561497326"
"Lt;Ku;Mp;Td;Pk;Hop;,woSc,6,1,0.602819800332779"
"Lt;Ku;Mp;Td;Pk;Hop;,woSc,6,2,0.596981639928699"
"Lt;Ku;Mp;Td;Pk;Hop;,woSc,6,3,0.614361319073084"
"Lt;Ku;Mp;Td;Pk;Hop;Sc5,wSc,6,1,0.740215806988353"
"Lt;Ku;Mp;Td;Pk;Hop;Sc5,wSc,6,2,0.743639393939394"
"Lt;Ku;Mp;Td;Pk;Hop;Sc5,wSc,6,3,0.751527094474153"
"Lt;Ku;Mp;Td;Pk;Hop;Sc8,wSc,6,1,0.783019467554077"
"Lt;Ku;Mp;Td;Pk;Hop;Sc8,wSc,6,2,0.798363101604278"
"Lt;Ku;Mp;Td;Pk;Hop;Sc8,wSc,6,3,0.804869340463458"
"Lt;Ku;Mp;Td;Pk;Ku;,woSc,6,1,0.727362229617304"
"Lt;Ku;Mp;Td;Pk;Ku;,woSc,6,2,0.722605525846702"
"Lt;Ku;Mp;Td;Pk;Ku;,woSc,6,3,0.707810516934046"
"Lt;Ku;Mp;Td;Pk;Ku;Sc5,wSc,6,1,0.792004492512479"
"Lt;Ku;Mp;Td;Pk;Ku;Sc5,wSc,6,2,0.792436185383244"
"Lt;Ku;Mp;Td;Pk;Ku;Sc5,wSc,6,3,0.763068983957219"
"Lt;Ku;Mp;Td;Pk;Ku;Sc8,wSc,6,1,0.804234109816972"
"Lt;Ku;Mp;Td;Pk;Ku;Sc8,wSc,6,2,0.851482531194296"
"Lt;Ku;Mp;Td;Pk;Ku;Sc8,wSc,6,3,0.803621568627451"
"Lt;Ku;Mp;Td;Pk;Lt;,woSc,6,1,0.749408818635607"
"Lt;Ku;Mp;Td;Pk;Lt;,woSc,6,2,0.750591265597148"
"Lt;Ku;Mp;Td;Pk;Lt;,woSc,6,3,0.738024420677362"
"Lt;Ku;Mp;Td;Pk;Lt;Sc5,wSc,6,1,0.87798618968386"
"Lt;Ku;Mp;Td;Pk;Lt;Sc5,wSc,6,2,0.832810516934046"
"Lt;Ku;Mp;Td;Pk;Lt;Sc5,wSc,6,3,0.832765953654189"
"Lt;Ku;Mp;Td;Pk;Lt;Sc8,wSc,6,1,0.827861397670549"
"Lt;Ku;Mp;Td;Pk;Lt;Sc8,wSc,6,2,0.867748128342246"
"Lt;Ku;Mp;Td;Pk;Lt;Sc8,wSc,6,3,0.877061853832442"
"Lt;Ku;Mp;Td;Pk;Mp;,woSc,6,1,0.687262396006656"
"Lt;Ku;Mp;Td;Pk;Mp;,woSc,6,2,0.682454010695187"
"Lt;Ku;Mp;Td;Pk;Mp;,woSc,6,3,0.644352406417112"
"Lt;Ku;Mp;Td;Pk;Mp;Sc5,wSc,6,1,0.749824792013311"
"Lt;Ku;Mp;Td;Pk;Mp;Sc5,wSc,6,2,0.72024367201426"
"Lt;Ku;Mp;Td;Pk;Mp;Sc5,wSc,6,3,0.713603743315508"
"Lt;Ku;Mp;Td;Pk;Mp;Sc8,wSc,6,1,0.70190465890183"
"Lt;Ku;Mp;Td;Pk;Mp;Sc8,wSc,6,2,0.749165240641711"
"Lt;Ku;Mp;Td;Pk;Mp;Sc8,wSc,6,3,0.771580570409982"
"Lt;Ku;Mp;Td;Pk;Pk;,woSc,6,1,0.683144259567388"
"Lt;Ku;Mp;Td;Pk;Pk;,woSc,6,2,0.673051158645276"
"Lt;Ku;Mp;Td;Pk;Pk;,woSc,6,3,0.684147415329768"
"Lt;Ku;Mp;Td;Pk;Pk;Sc5,wSc,6,1,0.826363893510815"
"Lt;Ku;Mp;Td;Pk;Pk;Sc5,wSc,6,2,0.744174153297683"
"Lt;Ku;Mp;Td;Pk;Pk;Sc5,wSc,6,3,0.749120677361854"
"Lt;Ku;Mp;Td;Pk;Pk;Sc8,wSc,6,1,0.742420465890183"
"Lt;Ku;Mp;Td;Pk;Pk;Sc8,wSc,6,2,0.746847950089127"
"Lt;Ku;Mp;Td;Pk;Pk;Sc8,wSc,6,3,0.761642959001782"
"Lt;Ku;Mp;Td;Pk;Sc5,wSc,5,1,0.910307321131448"
"Lt;Ku;Mp;Td;Pk;Sc5,wSc,5,2,0.850056506238859"
"Lt;Ku;Mp;Td;Pk;Sc5,wSc,5,3,0.834147415329768"
"Lt;Ku;Mp;Td;Pk;Sc8,wSc,5,1,0.825615141430948"
"Lt;Ku;Mp;Td;Pk;Sc8,wSc,5,2,0.854512834224599"
"Lt;Ku;Mp;Td;Pk;Sc8,wSc,5,3,0.848363101604278"
"Lt;Ku;Mp;Td;Pk;Sp;,woSc,6,1,0.779566888519135"
"Lt;Ku;Mp;Td;Pk;Sp;,woSc,6,2,0.738781996434938"
"Lt;Ku;Mp;Td;Pk;Sp;,woSc,6,3,0.742926381461675"
"Lt;Ku;Mp;Td;Pk;Sp;Sc5,wSc,6,1,0.833269051580699"
"Lt;Ku;Mp;Td;Pk;Sp;Sc5,wSc,6,2,0.818238324420677"
"Lt;Ku;Mp;Td;Pk;Sp;Sc5,wSc,6,3,0.804557397504456"
"Lt;Ku;Mp;Td;Pk;Sp;Sc8,wSc,6,1,0.837553577371048"
"Lt;Ku;Mp;Td;Pk;Sp;Sc8,wSc,6,2,0.828710695187166"
"Lt;Ku;Mp;Td;Pk;Sp;Sc8,wSc,6,3,0.834593048128342"
"Lt;Ku;Mp;Td;Pk;Td;,woSc,6,1,0.758976206322795"
"Lt;Ku;Mp;Td;Pk;Td;,woSc,6,2,0.767480748663102"
"Lt;Ku;Mp;Td;Pk;Td;,woSc,6,3,0.764405882352941"
"Lt;Ku;Mp;Td;Pk;Td;Sc5,wSc,6,1,0.813510316139767"
"Lt;Ku;Mp;Td;Pk;Td;Sc5,wSc,6,2,0.718639393939394"
"Lt;Ku;Mp;Td;Pk;Td;Sc5,wSc,6,3,0.754557397504456"
"Lt;Ku;Mp;Td;Pk;Td;Sc8,wSc,6,1,0.728734941763727"
"Lt;Ku;Mp;Td;Pk;Td;Sc8,wSc,6,2,0.769085026737968"
"Lt;Ku;Mp;Td;Pk;Td;Sc8,wSc,6,3,0.78668752228164"
"Lt;Ku;Mp;Td;Pk;Wa;,woSc,6,1,0.703485357737105"
"Lt;Ku;Mp;Td;Pk;Wa;,woSc,6,2,0.664004812834225"
"Lt;Ku;Mp;Td;Pk;Wa;,woSc,6,3,0.66289073083779"
"Lt;Ku;Mp;Td;Pk;Wa;Sc5,wSc,6,1,0.789716638935108"
"Lt;Ku;Mp;Td;Pk;Wa;Sc5,wSc,6,2,0.784236541889483"
"Lt;Ku;Mp;Td;Pk;Wa;Sc5,wSc,6,3,0.761197326203209"
"Lt;Ku;Mp;Td;Pk;Wa;Sc8,wSc,6,1,0.813011148086522"
"Lt;Ku;Mp;Td;Pk;Wa;Sc8,wSc,6,2,0.787846167557932"
"Lt;Ku;Mp;Td;Pk;Wa;Sc8,wSc,6,3,0.799076114081996"
"Lt;Ku;Mp;Td;Pk;Zb;,woSc,6,1,0.73127237936772"
"Lt;Ku;Mp;Td;Pk;Zb;,woSc,6,2,0.740386274509804"
"Lt;Ku;Mp;Td;Pk;Zb;,woSc,6,3,0.724655436720143"
"Lt;Ku;Mp;Td;Pk;Zb;Sc5,wSc,6,1,0.837636772046589"
"Lt;Ku;Mp;Td;Pk;Zb;Sc5,wSc,6,2,0.839316755793226"
"Lt;Ku;Mp;Td;Pk;Zb;Sc5,wSc,6,3,0.825947771836007"
"Lt;Ku;Mp;Td;Pk;Zb;Sc8,wSc,6,1,0.84641381031614"
"Lt;Ku;Mp;Td;Pk;Zb;Sc8,wSc,6,2,0.873719607843137"
"Lt;Ku;Mp;Td;Pk;Zb;Sc8,wSc,6,3,0.863291800356506"
Sc5,wSc,0,2,0.960573440285205
Sc5,wSc,0,3,0.961286452762923
Sc8,wSc,0,1,0.947786522462562
Sc8,wSc,0,2,0.942079679144385
Sc8,wSc,0,3,0.959904991087344
"Lt;Zb;Wa;Ku;Pk,woSc,5,1,0.887886356073211"
"Lt;Zb;Wa;Ku;Pk,woSc,5,2,0.874120677361854"
"Lt;Zb;Wa;Ku;Pk,woSc,5,3,0.888202673796791"
"Lt;Zb;Wa;Ku;Pk;Ap;,woSc,6,1,0.835348918469218"
"Lt;Zb;Wa;Ku;Pk;Ap;,woSc,6,2,0.790609090909091"
"Lt;Zb;Wa;Ku;Pk;Ap;,woSc,6,3,0.7897623885918"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc5,wSc,6,1,0.884808153078203"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc5,wSc,6,2,0.859058288770054"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc5,wSc,6,3,0.844307843137255"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc8,wSc,6,1,0.840215806988353"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc8,wSc,6,2,0.873897860962567"
"Lt;Zb;Wa;Ku;Pk;Ap;Sc8,wSc,6,3,0.873719607843137"
"Lt;Zb;Wa;Ku;Pk;Hop;,woSc,6,1,0.674575207986689"
"Lt;Zb;Wa;Ku;Pk;Hop;,woSc,6,2,0.66253422459893"
"Lt;Zb;Wa;Ku;Pk;Hop;,woSc,6,3,0.659013725490196"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc5,wSc,6,1,0.777071048252912"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc5,wSc,6,2,0.773407664884135"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc5,wSc,6,3,0.773095721925134"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc8,wSc,6,1,0.844541930116472"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc8,wSc,6,2,0.854200891265597"
"Lt;Zb;Wa;Ku;Pk;Hop;Sc8,wSc,6,3,0.842659001782531"
"Lt;Zb;Wa;Ku;Pk;Ku;,woSc,6,1,0.828693344425957"
"Lt;Zb;Wa;Ku;Pk;Ku;,woSc,6,2,0.775056506238859"
"Lt;Zb;Wa;Ku;Pk;Ku;,woSc,6,3,0.774967379679144"
"Lt;Zb;Wa;Ku;Pk;Ku;Sc5,wSc,6,1,0.863593510815308"
"Lt;Zb;Wa;Ku;Pk;Ku;Sc5,wSc,6,2,0.842525311942959"
"Lt;Zb;Wa;Ku;Pk;Ku;Sc5,wSc,6,3,0.828933511586453"
"Lt;Zb;Wa;Ku;Pk;Lt;,woSc,6,1,0.936763227953411"
"Lt;Zb;Wa;Ku;Pk;Lt;,woSc,6,2,0.928443315508021"
"Lt;Zb;Wa;Ku;Pk;Lt;,woSc,6,3,0.950368449197861"
"Lt;Zb;Wa;Ku;Pk;Lt;Sc5,wSc,6,1,0.962595174708819"
"Lt;Zb;Wa;Ku;Pk;Lt;Sc5,wSc,6,2,0.951304278074866"
"Lt;Zb;Wa;Ku;Pk;Lt;Sc5,wSc,6,3,0.960707130124777"
"Lt;Zb;Wa;Ku;Pk;Mp;,woSc,6,1,0.735390515806988"
"Lt;Zb;Wa;Ku;Pk;Mp;,woSc,6,2,0.720778431372549"
"Lt;Zb;Wa;Ku;Pk;Mp;,woSc,6,3,0.692436185383244"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc5,wSc,6,1,0.847370549084859"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc5,wSc,6,2,0.830805169340463"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc5,wSc,6,3,0.782364884135472"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc8,wSc,6,1,0.786264059900166"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc8,wSc,6,2,0.851482531194296"
"Lt;Zb;Wa;Ku;Pk;Mp;Sc8,wSc,6,3,0.832454010695187"
"Lt;Zb;Wa;Ku;Pk;Pk;,woSc,6,1,0.770290682196339"
"Lt;Zb;Wa;Ku;Pk;Pk;,woSc,6,2,0.716455793226381"
"Lt;Zb;Wa;Ku;Pk;Pk;,woSc,6,3,0.72674991087344"
"Lt;Zb;Wa;Ku;Pk;Pk;Sc5,wSc,6,1,0.888718302828619"
"Lt;Zb;Wa;Ku;Pk;Pk;Sc5,wSc,6,2,0.821090374331551"
"Lt;Zb;Wa;Ku;Pk;Pk;Sc5,wSc,6,3,0.82265008912656"
"Lt;Zb;Wa;Ku;Pk;Sc5,wSc,5,1,0.958019467554077"
"Lt;Zb;Wa;Ku;Pk;Sc5,wSc,5,2,0.928933511586453"
"Lt;Zb;Wa;Ku;Pk;Sc5,wSc,5,3,0.91921871657754"
"Lt;Zb;Wa;Ku;Pk;Sc8,wSc,5,1,0.895498668885191"
"Lt;Zb;Wa;Ku;Pk;Sc8,wSc,5,2,0.941232976827095"
"Lt;Zb;Wa;Ku;Pk;Sc8,wSc,5,3,0.931473618538324"
"Lt;Zb;Wa;Ku;Pk;Sp;,woSc,6,1,0.882104326123128"
"Lt;Zb;Wa;Ku;Pk;Sp;,woSc,6,2,0.861821212121212"
"Lt;Zb;Wa;Ku;Pk;Sp;,woSc,6,3,0.863247237076649"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc5,wSc,6,1,0.918959567387687"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc5,wSc,6,2,0.912311408199644"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc5,wSc,6,3,0.908523529411765"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc8,wSc,6,1,0.891214143094842"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc8,wSc,6,2,0.903443315508021"
"Lt;Zb;Wa;Ku;Pk;Sp;Sc8,wSc,6,3,0.925635828877005"
"Lt;Zb;Wa;Ku;Pk;Td;,woSc,6,1,0.860140931780366"
"Lt;Zb;Wa;Ku;Pk;Td;,woSc,6,2,0.824165240641711"
"Lt;Zb;Wa;Ku;Pk;Td;,woSc,6,3,0.827373796791444"
"Lt;Zb;Wa;Ku;Pk;Td;Sc5,wSc,6,1,0.882561896838602"
"Lt;Zb;Wa;Ku;Pk;Td;Sc5,wSc,6,2,0.805582352941177"
"Lt;Zb;Wa;Ku;Pk;Td;Sc5,wSc,6,3,0.805314973262032"
"Lt;Zb;Wa;Ku;Pk;Td;Sc8,wSc,6,1,0.810140931780366"
"Lt;Zb;Wa;Ku;Pk;Td;Sc8,wSc,6,2,0.855983422459893"
"Lt;Zb;Wa;Ku;Pk;Td;Sc8,wSc,6,3,0.867881818181818"
"Lt;Zb;Wa;Ku;Pk;Wa;,woSc,6,1,0.761305657237937"
"Lt;Zb;Wa;Ku;Pk;Wa;,woSc,6,2,0.685929946524064"
"Lt;Zb;Wa;Ku;Pk;Wa;,woSc,6,3,0.69199055258467"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc5,wSc,6,1,0.853360565723794"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc5,wSc,6,2,0.858033333333333"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc5,wSc,6,3,0.83120623885918"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc8,wSc,6,1,0.85078153078203"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc8,wSc,6,2,0.858969162210339"
"Lt;Zb;Wa;Ku;Pk;Wa;Sc8,wSc,6,3,0.863470053475936"
"Lt;Zb;Wa;Ku;Pk;Zb;,woSc,6,1,0.831688352745424"
"Lt;Zb;Wa;Ku;Pk;Zb;,woSc,6,2,0.818951336898396"
"Lt;Zb;Wa;Ku;Pk;Zb;,woSc,6,3,0.799744563279857"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc5,wSc,6,1,0.911180865224626"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc5,wSc,6,2,0.903755258467023"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc5,wSc,6,3,0.902240106951872"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc8,wSc,6,1,0.920415474209651"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc8,wSc,6,2,0.91939696969697"
"Lt;Zb;Wa;Ku;Pk;Zb;Sc8,wSc,6,3,0.938202673796791"
"Lt;Zb;Wa;Ku;PkKu;Sc8,wSc,4,1,0.836721630615641"
"Lt;Zb;Wa;Ku;PkKu;Sc8,wSc,4,2,0.854557397504456"
"Lt;Zb;Wa;Ku;PkKu;Sc8,wSc,4,3,0.859548484848485"
"Lt;Zb;Wa;Ku;PkLt;Sc8,wSc,4,1,0.939259068219634"
"Lt;Zb;Wa;Ku;PkLt;Sc8,wSc,4,2,0.950056506238859"
"Lt;Zb;Wa;Ku;PkLt;Sc8,wSc,4,3,0.960306060606061"
"Lt;Zb;Wa;Ku;PkPk;Sc8,wSc,4,1,0.764051081530782"
"Lt;Zb;Wa;Ku;PkPk;Sc8,wSc,4,2,0.822917468805704"
"Lt;Zb;Wa;Ku;PkPk;Sc8,wSc,4,3,0.852373796791444"
Sc5,wSc,0,2,0.959726737967914
Sc5,wSc,0,3,0.955894295900178
Sc8,wSc,0,1,0.934142595673877
Sc8,wSc,0,2,0.961732085561497
Sc8,wSc,0,3,0.961108199643494
Sc5,wSc,0,2,0.956518181818182
Sc5,wSc,0,3,0.947783778966132
Sc8,wSc,0,1,0.925698336106489
Sc8,wSc,0,2,0.959102852049911
Sc8,wSc,0,3,0.95602798573975
"Zb;Ku;Td;Pk;,woSc,4,1,0.657437104825291"
"Zb;Ku;Td;Pk;,woSc,4,2,0.641500356506239"
"Zb;Ku;Td;Pk;,woSc,4,3,0.643327450980392"
"Zb;Ku;Td;Pk;Ap;,woSc,5,1,0.66055690515807"
"Zb;Ku;Td;Pk;Ap;,woSc,5,2,0.597694652406417"
"Zb;Ku;Td;Pk;Ap;,woSc,5,3,0.615341711229947"
"Zb;Ku;Td;Pk;Ap;Sc5,wSc,5,1,0.837303993344426"
"Zb;Ku;Td;Pk;Ap;Sc5,wSc,5,2,0.808657219251337"
"Zb;Ku;Td;Pk;Ap;Sc5,wSc,5,3,0.78891568627451"
"Zb;Ku;Td;Pk;Ap;Sc8,wSc,5,1,0.785224126455907"
"Zb;Ku;Td;Pk;Ap;Sc8,wSc,5,2,0.84319376114082"
"Zb;Ku;Td;Pk;Ap;Sc8,wSc,5,3,0.831518181818182"
"Zb;Ku;Td;Pk;Hop;,woSc,5,1,0.668876372712146"
"Zb;Ku;Td;Pk;Hop;,woSc,5,2,0.659503921568627"
"Zb;Ku;Td;Pk;Hop;,woSc,5,3,0.663247237076649"
"Zb;Ku;Td;Pk;Hop;Sc5,wSc,5,1,0.854650083194676"
"Zb;Ku;Td;Pk;Hop;Sc5,wSc,5,2,0.841634046345811"
"Zb;Ku;Td;Pk;Hop;Sc5,wSc,5,3,0.865208021390374"
"Zb;Ku;Td;Pk;Hop;Sc8,wSc,5,1,0.874325623960067"
"Zb;Ku;Td;Pk;Hop;Sc8,wSc,5,2,0.877596613190731"
"Zb;Ku;Td;Pk;Hop;Sc8,wSc,5,3,0.887846167557932"
"Zb;Ku;Td;Pk;Ku;,woSc,5,1,0.674242429284526"
"Zb;Ku;Td;Pk;Ku;,woSc,5,2,0.642614438502674"
"Zb;Ku;Td;Pk;Ku;,woSc,5,3,0.623585918003565"
"Zb;Ku;Td;Pk;Ku;Sc5,wSc,5,1,0.80727071547421"
"Zb;Ku;Td;Pk;Ku;Sc5,wSc,5,2,0.798853297682709"
"Zb;Ku;Td;Pk;Ku;Sc5,wSc,5,3,0.762935294117647"
"Zb;Ku;Td;Pk;Ku;Sc8,wSc,5,1,0.774533610648918"
"Zb;Ku;Td;Pk;Ku;Sc8,wSc,5,2,0.814985204991087"
"Zb;Ku;Td;Pk;Ku;Sc8,wSc,5,3,0.820912121212121"
"Zb;Ku;Td;Pk;Lt;,woSc,5,1,0.751322296173045"
"Zb;Ku;Td;Pk;Lt;,woSc,5,2,0.731473618538324"
"Zb;Ku;Td;Pk;Lt;,woSc,5,3,0.76391568627451"
"Zb;Ku;Td;Pk;Lt;Sc5,wSc,5,1,0.925906322795341"
"Zb;Ku;Td;Pk;Lt;Sc5,wSc,5,2,0.885038680926916"
"Zb;Ku;Td;Pk;Lt;Sc5,wSc,5,3,0.91494064171123"
"Zb;Ku;Td;Pk;Lt;Sc8,wSc,5,1,0.893793178036606"
"Zb;Ku;Td;Pk;Lt;Sc8,wSc,5,2,0.925145632798574"
"Zb;Ku;Td;Pk;Lt;Sc8,wSc,5,3,0.940074331550802"
"Zb;Ku;Td;Pk;Mp;,woSc,5,1,0.580024459234609"
"Zb;Ku;Td;Pk;Mp;,woSc,5,2,0.531785561497326"
"Zb;Ku;Td;Pk;Mp;,woSc,5,3,0.496892513368984"
"Zb;Ku;Td;Pk;Mp;Sc5,wSc,5,1,0.747120965058236"
"Zb;Ku;Td;Pk;Mp;Sc5,wSc,5,2,0.715831907308378"
"Zb;Ku;Td;Pk;Mp;Sc5,wSc,5,3,0.694307843137255"
"Zb;Ku;Td;Pk;Mp;Sc8,wSc,5,1,0.699533610648918"
"Zb;Ku;Td;Pk;Mp;Sc8,wSc,5,2,0.782765953654189"
"Zb;Ku;Td;Pk;Mp;Sc8,wSc,5,3,0.781562745098039"
"Zb;Ku;Td;Pk;Pk;,woSc,5,1,0.569666722129784"
"Zb;Ku;Td;Pk;Pk;,woSc,5,2,0.545288235294118"
"Zb;Ku;Td;Pk;Pk;,woSc,5,3,0.536375579322638"
"Zb;Ku;Td;Pk;Pk;Sc5,wSc,5,1,0.817586855241265"
"Zb;Ku;Td;Pk;Pk;Sc5,wSc,5,2,0.784682174688057"
"Zb;Ku;Td;Pk;Pk;Sc5,wSc,5,3,0.763380926916221"
"Zb;Ku;Td;Pk;Pk;Sc8,wSc,5,1,0.712054409317804"
"Zb;Ku;Td;Pk;Pk;Sc8,wSc,5,2,0.748942424242424"
"Zb;Ku;Td;Pk;Pk;Sc8,wSc,5,3,0.760573440285205"
"Zb;Ku;Td;Pk;Sc5,wSc,4,1,0.924991181364393"
"Zb;Ku;Td;Pk;Sc5,wSc,4,2,0.892391622103387"
"Zb;Ku;Td;Pk;Sc5,wSc,4,3,0.862578787878788"
"Zb;Ku;Td;Pk;Sc8,wSc,4,1,0.826072712146423"
"Zb;Ku;Td;Pk;Sc8,wSc,4,2,0.877061853832442"
"Zb;Ku;Td;Pk;Sc8,wSc,4,3,0.864138502673797"
"Zb;Ku;Td;Pk;Sp;,woSc,5,1,0.707395507487521"
"Zb;Ku;Td;Pk;Sp;,woSc,5,2,0.665609090909091"
"Zb;Ku;Td;Pk;Sp;,woSc,5,3,0.663826559714795"
"Zb;Ku;Td;Pk;Sp;Sc5,wSc,5,1,0.869084359400998"
"Zb;Ku;Td;Pk;Sp;Sc5,wSc,5,2,0.869708912655971"
"Zb;Ku;Td;Pk;Sp;Sc5,wSc,5,3,0.842347058823529"
"Zb;Ku;Td;Pk;Sp;Sc8,wSc,5,1,0.823868053244592"
"Zb;Ku;Td;Pk;Sp;Sc8,wSc,5,2,0.864316755793226"
"Zb;Ku;Td;Pk;Sp;Sc8,wSc,5,3,0.85313137254902"
"Zb;Ku;Td;Pk;Td;,woSc,5,1,0.742878036605657"
"Zb;Ku;Td;Pk;Td;,woSc,5,2,0.683077896613191"
"Zb;Ku;Td;Pk;Td;,woSc,5,3,0.674165240641711"
"Zb;Ku;Td;Pk;Td;Sc5,wSc,5,1,0.833185856905158"
"Zb;Ku;Td;Pk;Td;Sc5,wSc,5,2,0.797159893048128"
"Zb;Ku;Td;Pk;Td;Sc5,wSc,5,3,0.788425490196078"
"Zb;Ku;Td;Pk;Td;Sc8,wSc,5,1,0.761555241264559"
"Zb;Ku;Td;Pk;Td;Sc8,wSc,5,2,0.820288235294118"
"Zb;Ku;Td;Pk;Td;Sc8,wSc,5,3,0.823184848484848"
"Zb;Ku;Td;Pk;Wa;,woSc,5,1,0.607561896838602"
"Zb;Ku;Td;Pk;Wa;,woSc,5,2,0.530314973262032"
"Zb;Ku;Td;Pk;Wa;,woSc,5,3,0.53120623885918"
"Zb;Ku;Td;Pk;Wa;Sc5,wSc,5,1,0.806813144758735"
"Zb;Ku;Td;Pk;Wa;Sc5,wSc,5,2,0.81066256684492"
"Zb;Ku;Td;Pk;Wa;Sc5,wSc,5,3,0.774298930481283"
"Zb;Ku;Td;Pk;Wa;Sc8,wSc,5,1,0.771621797004992"
"Zb;Ku;Td;Pk;Wa;Sc8,wSc,5,2,0.802106417112299"
"Zb;Ku;Td;Pk;Wa;Sc8,wSc,5,3,0.813603743315508"
"Zb;Ku;Td;Pk;Zb;,woSc,5,1,0.632811480865225"
"Zb;Ku;Td;Pk;Zb;,woSc,5,2,0.645511051693405"
"Zb;Ku;Td;Pk;Zb;,woSc,5,3,0.59952174688057"
"Zb;Ku;Td;Pk;Zb;Sc5,wSc,5,1,0.859059400998336"
"Zb;Ku;Td;Pk;Zb;Sc5,wSc,5,2,0.865876470588235"
"Zb;Ku;Td;Pk;Zb;Sc5,wSc,5,3,0.847516399286988"
"Zb;Ku;Td;Pk;Zb;Sc8,wSc,5,1,0.851987853577371"
"Zb;Ku;Td;Pk;Zb;Sc8,wSc,5,2,0.906429055258467"
"Zb;Ku;Td;Pk;Zb;Sc8,wSc,5,3,0.894040463458111"
Sc5,wSc,0,2,0.954423707664884
Sc5,wSc,0,3,0.9421688057041
Sc8,wSc,0,1,0.921205823627288
Sc8,wSc,0,2,0.954958467023173
Sc8,wSc,0,3,0.951571657754011
"Zb;Wa;Td;,woSc,3,1,0.669666722129784"
"Zb;Wa;Td;,woSc,3,2,0.679646524064171"
"Zb;Wa;Td;,woSc,3,3,0.714851515151515"
"Zb;Wa;Td;Ap;,woSc,4,1,0.717711647254576"
"Zb;Wa;Td;Ap;,woSc,4,2,0.685796256684492"
"Zb;Wa;Td;Ap;,woSc,4,3,0.683300713012478"
"Zb;Wa;Td;Ap;Sc5,wSc,4,1,0.920415474209651"
"Zb;Wa;Td;Ap;Sc5,wSc,4,2,0.912935294117647"
"Zb;Wa;Td;Ap;Sc5,wSc,4,3,0.897739215686274"
"Zb;Wa;Td;Ap;Sc8,wSc,4,1,0.914092678868552"
"Zb;Wa;Td;Ap;Sc8,wSc,4,2,0.949655436720143"
"Zb;Wa;Td;Ap;Sc8,wSc,4,3,0.942748128342246"
"Zb;Wa;Td;Hop;,woSc,4,1,0.576155906821963"
"Zb;Wa;Td;Hop;,woSc,4,2,0.578443315508021"
"Zb;Wa;Td;Hop;,woSc,4,3,0.572204456327986"
"Zb;Wa;Td;Hop;Sc5,wSc,4,1,0.760806489184692"
"Zb;Wa;Td;Hop;Sc5,wSc,4,2,0.782142067736185"
"Zb;Wa;Td;Hop;Sc5,wSc,4,3,0.790831907308378"
"Zb;Wa;Td;Hop;Sc8,wSc,4,1,0.843585191347754"
"Zb;Wa;Td;Hop;Sc8,wSc,4,2,0.850457575757576"
"Zb;Wa;Td;Hop;Sc8,wSc,4,3,0.858969162210339"
