strains,Sc5,Sc8
Ap,0,954434675666667,0,954851964333333
Hop,0,869590947833333,0,903555264666667
Ku,0,953778936333333,0,954747642166667
Lt,0,948443602666667,0,937489775166667
Mp,0,8312451,0,890142414666667
Pk,0,5846722075,0,595611131833333
Sp,0,954270740833333,0,954002483833333
Td,0,950887722,0,948398893166667
Wa,0,936521069333333,0,9511112695
Zb,0,954375063,0,9528102305
